SME,1/31/2022,5816,0,0,1,0,2,4,0.02,0.01,0.7,1,0,-0.95,0.01,1.87,-0.91,0.03,0.07,10,0.3,-0.92,nan,144,16,432,2.8,2400,10,8,3714,8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,15635835714,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,9576,0,0,0,0,0,0,0.01,0,0.68,1,0,-1.71,-0.05,0.05,-3.1,-0.14,-0.14,-0.1,0.06,-0.93,nan,122,9.6,157,2.8,335,7.8,10,1162,4.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,15520000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,9712,0,0,0,0,0,0,0.29,0.04,0.91,1,0,0.67,-0.1,-0.33,3.7,-0.28,0.3,-0.15,-0.06,-0.97,nan,122,8.8,557,9,736,10.4,5,500,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,18408193917,0.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,10201,0,0,0,0,0,0,0.16,0.5,0.6,1,0,2.54,0.75,0.18,-0.02,0.21,3.1,-0.27,0.21,-0.99,nan,109,7.2,4708,11,1138,3,2.4,1749,3,nan,nan,nan,nan,0.09,0.12,0.25,0.39,2100000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,483,0,0,0,0,0,0,0.04,0.01,0.46,1,0,-0.46,0.44,0.55,0.53,1.23,0.25,0.3,0.8,-0.99,nan,100,6.6,574,9,1135,13,5,240,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,5559710625,0.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,604,0,0,0,0,0,0,0.05,0.03,0.66,1,0,-1.07,-0.05,0.72,-2.25,-0.97,-3.38,-0.82,0.77,-1,nan,129,6.6,505,9,3169,13,5,226,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,15000000000,0.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,695,0,0,0,0,0,0,0.01,0,0.71,1,0,-2.78,0.1,-0.62,-1.84,0.04,0.05,-0.28,-0.05,-0.92,nan,187,12,227,3.2,294,5.2,7,657,2.8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,17300000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,995,0,0,0,0,0,0,0.1,0.01,0.81,1,0,-1.02,0,0.03,10.11,1.33,0.83,-0.54,0.12,-1,nan,340,11,130,1.6,548,6.6,5,595,4.8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,9500000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1139,0,0,0,0,0,0,0.05,0.01,0.92,1,0,-5.44,0.28,-0.12,3.31,-0.28,-0.28,3.09,-0.06,-1,nan,111,6.6,207,2.8,1439,10,12,235,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,6270727000,0.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1372,0,0,0,0,0,0,0.02,0,0.46,1,0,1.33,0.48,0.31,2.64,0.74,0.73,-0.06,0.2,-0.97,nan,148,6.6,133,1.8,222,2.6,5,916,3.6,nan,nan,nan,nan,0.09,0.12,0.25,0.39,32617775400,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1497,0,0,0,0,0,0,0.01,0,0.51,1,0,-3.08,0.1,-0.01,-30,3,1.73,-0.87,-0.05,-0.99,nan,140,16,169,2.4,487,4.8,1.6,3065,8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,7600000000,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1569,0,0,3,0,2,2,0,0.01,0.08,1,0,-20,69.18,0.24,-30,3,5,-0.96,-0.05,-0.8,nan,104,4.8,890,7,3316,11,15,1059,3.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,22000000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1728,0,0,1,0,1,2,0.05,0.02,0.42,1,0,0.57,-0.06,-0.08,-30,3,5,-0.1,-0.04,-0.99,nan,123,12,504,5.6,305,2,2,2977,4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,4907761467,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1802,0,0,0,0,0,0,0.08,0.5,5,1,0,-0.1,-0.14,0.47,-1.75,0.11,0.04,-0.08,-0.15,-0.81,nan,296,11,189,3.6,372,5.2,5,1148,4.8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,9979770735,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,4011,0,0,5,0,8,1,0.01,0,0.57,1,0,-3.96,0.42,-0.29,-0.41,-0.08,-0.08,-0.09,-0.14,-0.95,nan,145,8.8,133,3.6,432,5.2,5,1049,6,nan,nan,nan,nan,0.09,0.12,0.25,0.39,40000000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,4035,0,0,1,0,7,5,0.02,0,0.85,1,0,-2.6,-0.47,6.92,6.04,2.05,1.42,-0.37,0.29,-0.97,nan,112,8,84,2.8,375,2,8,1130,4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,6999000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,4330,0,0,1,0,1,6,0,0,0.07,1,0,0.66,0.05,-0.1,0.89,0.05,-0.03,0.28,0.03,-0.94,nan,118,6.6,134,3.6,162,2.6,5,944,4.8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,2158307791,0.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,6033,0,0,0,0,0,0,0.08,0.03,0.73,1,0,17.11,0.05,-0.46,30,0.85,-4,0.35,0,-0.98,nan,123,8.8,368,7.2,532,7.8,5,117,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,9523189241,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,6359,0,0,0,0,0,0,0.11,0.5,0.73,1,0,-0.14,-0.06,-0.47,-30,3,5,-0.3,-0.06,-0.99,nan,102,6.6,737,9,1206,13,5,1294,6,nan,nan,nan,nan,0.09,0.12,0.25,0.39,6540000000,0.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,6388,0,0,0,0,0,0,0.03,0.33,0.56,1,0,-5.38,0.05,-0.37,30,-1.17,-1.4,0.51,-0.01,-1,nan,132,12,408,8,1294,12,4.2,514,1.4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,5000000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,6502,0,0,0,0,0,0,0.05,0.01,5,1,0,-0.7,0.53,5.95,-0.86,0.24,0.24,2.57,1.73,-0.99,nan,130,9.6,199,2.8,213,2.6,10,179,1.4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,40000000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,6521,0,0,0,0,0,0,0.15,0.14,0.59,1,0,-0.34,-0.07,-0.32,1.07,-0.22,-0.17,10,-0.1,-0.96,nan,122,8.8,153,3.6,516,7.8,5,432,2.4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,40000000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,6681,0,0,0,0,0,0,0.04,0.21,0.03,1,0,0.23,-0.02,-0.66,-6.68,0.09,0.09,2.21,-0.02,-0.99,nan,156,20,163,2.2,280,1.8,2,3773,20,nan,nan,nan,nan,0.09,0.12,0.25,0.39,2500000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
